q1,q2,q3,q4,q5,q6_1,q6_2,q7,q8,q9,q10_1,q11_1,q11_2,q12,q13,q14version1,q14version2,q15group1,q15group2,q15group3,q15group4,q15group5,q15group6,q15group7,q15group8,q16,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q19_1,q19_2,q19_3,q20,q21,q22,exp_ind,issue,protester_approval,justified_arrests,aggressive,law_abiding,dangerous,respectful,caring,violent,lawful,threatening,unauthorized,violence,obey,Putin,missing_justified,missing_approval,m_aggressive,m_law_abiding,m_dangerous,m_respectful,m_caring,m_violent,m_lawful,m_threatening
57,11,3,1,7,4,4,1,7,2,5,1,4,2,1,2,,5,,,,,,,,5,11,98,98,98,98,98,98,98,98,5,4,3,1,0,3,5,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1
73,42,2,1,7,2,3,2,2,2,3,2,4,1,4,,3,,,2,,,,,,1,2,4,4,4,2,1,4,2,4,5,3,2,3,0,5,2,1,1,1,4,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,29,3,1,4,4,4,3,5,2,5,4,4,2,1,3,,,,,,,2,,,2,11,98,98,98,98,98,98,98,98,3,6,3,6,1,4,5,3,3,3,3,3,3,3,3,0,1,0,1,1,0,1,1,1,1,1,1,1,1
58,80,5,1,6,1,4,2,6,2,4,1,2,1,4,,4,,3,,,,,,,1,2,3,1,3,1,1,4,1,4,5,2,2,2,0,5,2,2,5,2,5,5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,69,1,1,3,5,5,1,5,1,5,3,3,1,4,2,,,,,,3,,,,3,11,98,98,98,98,98,4,98,98,5,2,3,5,1,2,5,3,3,3,3,3,1,3,3,0,0,1,1,1,0,1,1,1,1,1,0,1,1
46,12,5,1,4,4,4,1,5,2,4,2,3,1,1,,3,,,,5,,,,,2,2,3,2,3,2,2,3,98,3,5,2,2,4,0,4,2,2,4,2,4,4,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
66,7,1,1,4,4,5,2,2,1,3,2,2,2,4,3,,2,,,,,,,,2,4,3,2,3,2,2,3,1,3,4,3,2,1,0,4,4,2,4,2,4,4,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,69,4,1,4,5,5,1,5,1,5,2,3,1,1,,3,,,,,,,,4,3,7,1,3,1,2,3,2,4,1,5,3,4,8,1,2,7,5,2,5,4,2,4,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
62,48,5,1,7,5,5,1,5,1,5,1,4,1,1,2,,,,,,,,,3,3,0,4,3,4,2,1,4,3,4,6,4,5,8,1,2,0,1,2,1,4,5,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
62,46,3,1,4,5,5,1,5,2,5,2,3,2,1,,3,,,,4,,,,,1,10,1,2,1,2,2,2,4,1,4,2,4,4,0,5,10,5,4,5,4,4,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
67,32,1,1,4,2,5,2,2,1,5,2,3,1,4,1,,,,,,2,,,,2,0,4,3,1,1,4,3,4,1,5,4,4,5,1,4,0,1,2,5,5,1,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,41,7,1,7,5,5,1,5,2,5,4,4,1,1,3,,,3,,,,,,,2,1,98,2,98,2,2,4,1,4,5,3,4,2,0,4,1,3,4,3,4,4,1,5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
66,40,1,1,6,5,5,1,5,1,5,2,3,1,4,,3,4,,,,,,,,4,10,1,4,1,4,1,2,2,1,3,3,4,1,0,1,10,5,1,5,1,5,4,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59,8,1,1,5,5,5,1,5,1,5,3,3,3,1,2,,,4,,,,,,,4,10,1,2,1,2,3,1,3,1,4,4,5,2,0,1,10,5,4,5,4,2,5,2,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0
58,52,4,1,8,4,2,1,5,1,5,2,3,1,4,,3,,,,,,4,,,2,5,2,1,4,2,2,4,2,2,6,3,2,6,1,4,5,4,5,1,4,4,1,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
73,18,1,1,4,5,5,1,5,1,5,2,3,1,4,,5,,,,,,3,,,2,5,2,2,3,3,2,3,2,3,5,3,3,6,1,4,5,4,4,2,2,4,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
62,36,4,1,6,3,3,3,7,2,3,1,2,1,4,1,,,,,,,,2,,2,3,3,3,3,2,2,4,4,2,6,2,2,7,1,4,3,2,2,2,4,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,8,1,1,4,4,4,1,2,1,4,2,2,1,4,,3,,,,,1,,,,1,0,4,1,4,1,1,4,1,4,4,2,2,5,1,5,0,1,5,1,5,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,56,5,1,6,5,4,1,5,1,5,1,3,1,4,2,,,,,,,,,3,4,10,2,4,3,4,4,1,4,1,4,4,4,8,1,1,10,4,1,2,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
65,41,7,1,6,2,3,1,5,2,5,2,2,1,4,2,,,,,,,2,,,2,1,4,98,98,4,98,4,2,4,4,2,2,6,1,4,1,1,3,3,1,3,1,4,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
60,13,3,1,6,3,1,2,7,2,5,1,3,1,4,2,,,,,,,,3,,2,6,4,2,4,2,2,3,4,1,4,1,1,7,1,4,6,1,4,1,4,4,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,32,1,1,7,4,4,1,5,2,5,2,2,2,4,,3,,,1,,,,,,1,3,3,3,4,2,2,4,2,4,4,3,4,3,0,5,3,2,2,1,4,4,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
58,63,5,1,6,5,1,1,5,3,4,2,3,4,4,1,,,,,5,,,,,5,11,98,98,98,98,98,98,98,98,5,1,1,4,0,3,5,3,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1
68,53,4,1,6,4,2,1,9,1,4,2,2,1,4,,2,1,,,,,,,,1,0,4,1,1,1,1,98,98,98,4,2,4,1,0,5,0,1,5,5,5,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1
62,46,5,1,6,5,5,1,5,2,5,2,3,1,1,2,,,,3,,,,,,2,11,2,3,4,98,2,3,4,2,4,5,4,3,0,4,5,4,2,1,3,4,2,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0
62,57,3,1,7,5,4,1,5,1,5,2,3,1,1,,5,,4,,,,,,,2,10,1,2,2,4,3,2,3,2,5,4,3,2,0,4,10,5,4,4,1,2,4,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
56,32,5,1,6,4,4,1,5,1,4,2,2,2,1,,2,,,,2,,,,,2,8,2,3,1,3,3,3,2,3,2,4,4,4,0,4,8,4,2,5,2,2,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
62,47,2,1,6,4,4,3,7,1,5,2,3,1,4,,1,3,,,,,,,,3,11,98,98,98,98,98,98,98,98,3,1,6,1,0,2,5,3,3,3,3,3,3,3,3,0,0,1,0,1,0,1,1,1,1,1,1,1,1
56,63,1,1,6,4,4,1,5,2,4,2,2,1,2,,3,,,,,,,,4,3,5,2,3,3,4,3,2,3,2,4,3,4,8,1,2,5,4,2,2,1,2,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
55,26,2,1,5,2,2,3,2,2,5,2,2,1,4,2,,,,2,,,,,,1,11,3,2,3,98,98,3,3,2,5,3,3,3,0,5,5,2,4,2,3,3,2,2,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0
59,42,1,1,4,5,5,1,5,1,5,1,3,2,4,2,,,,,,,,4,,4,10,4,1,4,1,98,1,4,1,5,2,3,7,1,1,10,1,5,1,5,3,5,1,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0
65,8,3,1,2,5,5,1,9,1,5,2,3,2,1,,3,,,,,3,,,,3,9,2,98,2,98,4,98,4,1,4,3,3,5,1,2,9,4,3,4,3,1,3,1,5,0,0,1,0,0,0,0,1,0,1,0,1,0,0
66,7,1,1,6,1,1,2,7,2,3,4,4,1,4,4,,,,,,,2,,,2,0,4,2,4,2,2,4,2,4,3,1,1,6,1,4,0,1,4,1,4,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,32,1,1,6,3,3,3,2,3,5,2,2,3,4,3,,,,,,2,,,,5,0,4,3,4,3,3,4,2,4,3,1,1,5,1,3,0,1,2,1,2,2,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,69,4,1,4,3,1,2,2,4,5,2,3,1,2,,2,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,4,2,1,1,0,5,0,1,5,1,5,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,58,4,1,7,6,2,3,9,3,6,4,4,2,1,,3,,,5,,,,,,5,11,98,98,98,98,98,98,98,98,5,3,6,3,0,3,5,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
55,66,3,1,8,5,5,1,1,1,5,3,3,1,2,2,,,4,,,,,,,4,10,98,98,98,98,98,98,98,98,4,3,4,2,0,1,10,3,3,3,3,3,3,3,3,0,1,1,0,0,0,1,1,1,1,1,1,1,1
74,11,2,1,6,5,4,1,5,1,5,2,3,1,4,3,,,,,,,,,4,4,10,2,4,2,3,4,98,4,2,4,3,6,8,1,1,10,4,1,4,2,1,3,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0
59,14,1,1,7,4,4,1,5,2,5,2,3,1,4,,3,,,,,,,3,,2,8,2,2,3,2,3,3,3,2,2,3,4,7,1,4,8,4,4,2,4,2,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60,46,5,1,6,5,1,1,5,2,5,3,3,4,1,,5,,,4,,,,,,4,10,1,4,1,4,4,98,98,1,1,1,6,3,0,1,10,5,1,5,1,1,3,3,5,1,0,0,1,0,0,0,0,0,0,0,1,1,0
59,11,3,1,6,4,4,1,5,1,4,2,4,2,1,2,,,,,3,,,,,2,7,3,2,3,3,3,4,3,3,4,3,3,4,0,4,7,2,4,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
55,1,5,1,4,1,1,2,2,2,7,1,1,1,1,2,,2,,,,,,,,1,11,98,1,98,98,98,4,3,98,4,1,1,1,0,5,5,3,5,3,3,3,1,2,3,0,0,0,0,1,0,1,0,1,1,1,0,0,1
50,32,5,2,4,5,4,1,5,3,5,2,3,2,5,,3,,,,,,5,,,5,4,3,2,3,2,3,3,2,3,4,3,4,6,1,3,4,2,4,2,4,2,2,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0
55,5,1,1,7,4,4,1,5,2,5,2,2,1,4,2,,,2,,,,,,,2,1,2,1,3,1,1,4,1,3,5,4,5,2,0,4,1,4,5,2,5,5,1,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62,75,4,1,7,3,3,3,7,1,3,2,3,2,1,3,,,,,,,,3,,3,10,1,3,1,4,2,4,4,4,3,2,1,7,1,2,10,5,2,5,1,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,25,2,1,7,4,3,1,5,2,5,1,4,1,1,,1,,,,3,,,,,3,7,2,4,98,98,4,98,98,2,3,2,4,4,0,2,7,4,1,3,3,1,3,3,4,1,1,0,1,0,0,0,0,1,1,0,1,1,0
60,42,2,1,6,3,2,2,2,2,4,2,2,2,1,,3,,,,2,,,,,1,5,2,2,3,2,2,3,2,3,3,1,1,4,0,5,5,4,4,2,4,4,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61,66,1,1,6,1,4,1,5,1,5,3,3,2,1,2,,,,,,,,,3,3,5,1,1,1,3,4,3,3,1,3,3,4,8,1,2,5,5,5,5,2,1,2,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
67,18,1,1,7,5,5,1,5,2,5,1,3,1,1,,5,,4,,,,,,,1,10,98,4,2,4,4,4,3,2,5,3,5,2,0,5,10,3,1,4,1,1,1,2,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
58,38,4,1,4,4,4,1,5,3,5,1,3,1,2,2,,,,,,2,,,,2,3,2,2,98,2,2,2,3,2,5,2,4,5,1,4,3,4,4,3,4,4,4,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
55,38,2,1,6,5,5,1,5,1,5,3,3,2,1,,3,,,,,,,4,,4,10,1,4,1,4,4,1,4,1,5,3,5,7,1,1,10,5,1,5,1,1,5,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
63,14,1,1,4,5,5,1,5,2,5,2,2,1,4,2,,,,,,,,,4,3,10,1,4,2,4,4,1,4,1,5,3,4,8,1,2,10,5,1,4,1,1,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
62,63,2,1,4,3,4,1,3,1,5,2,3,1,2,,2,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,3,3,2,1,0,5,0,1,5,1,5,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,59,6,1,4,5,6,1,9,3,5,4,4,2,1,2,,,,,,,3,,,3,10,1,2,1,98,98,98,98,98,5,3,6,6,1,2,10,5,4,5,3,3,3,3,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1
57,22,3,1,4,2,1,1,5,2,7,5,5,1,4,,3,,,,1,,,,,1,1,2,3,2,2,2,4,4,4,2,1,1,4,0,5,1,4,2,4,4,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
57,53,3,1,2,5,4,1,5,2,5,3,3,2,1,,5,,,5,,,,,,5,11,3,4,4,4,4,4,4,4,4,2,4,3,0,3,5,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
60,41,7,1,7,4,3,1,5,1,5,2,3,1,1,,3,,2,,,,,,,1,10,1,3,98,3,3,4,4,2,7,3,4,2,0,5,10,5,2,3,2,2,1,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0
55,76,4,1,4,5,5,1,5,3,5,4,4,1,1,,3,2,,,,,,,,2,3,98,1,4,2,98,3,2,3,4,3,4,1,0,4,3,3,5,1,4,3,2,4,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0
55,63,4,1,4,4,4,1,7,1,1,1,1,4,1,3,,,,,,2,,,,2,10,3,2,4,2,2,2,98,2,6,3,6,5,1,4,10,2,4,1,4,4,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
73,41,7,1,7,4,4,1,5,2,4,2,3,1,4,3,,,,,,,,,4,1,8,2,3,3,2,2,98,4,1,5,3,2,8,1,5,8,4,2,2,4,4,3,1,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0
67,42,1,1,7,1,1,2,6,2,4,2,2,1,2,,3,,,1,,,,,,1,1,4,1,4,1,2,4,1,2,5,2,2,3,0,5,1,1,5,1,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,82,3,1,4,5,5,1,5,1,5,2,3,2,1,3,,,,,,,,4,,4,10,2,3,2,4,4,2,4,2,4,2,3,7,1,1,10,4,2,4,1,1,4,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
60,76,4,1,7,4,4,1,5,2,5,1,2,1,4,3,,,,,,1,,,,1,0,4,1,4,1,2,3,2,4,5,3,4,5,1,5,0,1,5,1,5,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,18,3,1,4,4,4,1,1,3,5,3,3,1,1,,5,,3,,,,,,,5,11,1,98,1,98,98,1,4,1,4,5,4,2,0,3,5,5,3,5,3,3,5,1,5,0,1,0,0,1,1,0,1,0,1,1,0,0,0
68,71,4,1,6,5,5,1,5,1,5,1,3,1,1,2,,,,,,,3,,,3,9,2,3,2,3,3,2,3,2,4,4,5,6,1,2,9,4,2,4,2,2,4,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
61,3,4,1,5,5,5,1,5,2,4,2,2,1,4,2,,,,,,,,3,,2,9,3,2,3,2,98,3,3,1,6,3,4,7,1,4,9,2,4,2,4,3,2,2,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0
56,8,3,1,4,4,4,1,5,2,4,1,3,1,1,,3,,,,,,,,4,3,9,1,3,1,98,98,2,4,3,7,3,3,8,1,2,9,5,2,5,3,3,4,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0
56,29,1,1,4,2,2,2,8,2,4,1,2,2,8,1,,,,1,,,,,,1,0,4,98,98,98,98,4,98,98,4,3,3,3,0,5,0,1,3,3,3,3,1,3,3,1,0,0,0,0,0,0,1,1,1,1,0,1,1
58,63,5,1,5,5,5,1,5,1,5,1,3,1,4,,3,,,4,,,,,,2,10,1,1,1,1,1,1,4,1,4,4,5,3,0,4,10,5,5,5,5,5,5,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
58,3,2,1,4,4,4,1,5,2,3,2,3,1,1,1,,,,,,,2,,,2,1,2,1,1,3,1,3,2,3,1,1,2,6,1,4,1,4,5,5,2,5,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
58,14,4,1,6,4,4,3,5,3,4,2,4,2,1,3,,3,,,,,,,,5,2,98,2,2,3,98,4,2,98,4,3,3,1,0,3,2,3,4,4,2,3,1,4,3,0,0,0,1,0,1,1,0,0,0,1,0,0,1
59,56,5,1,7,4,4,1,5,1,4,2,3,1,4,2,,,,,,3,,,,2,1,3,2,1,3,3,4,3,1,3,1,1,5,1,4,1,2,4,5,2,2,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57,58,5,1,6,5,5,1,5,2,5,2,3,1,1,,3,,,,,,,4,,4,10,4,1,4,1,1,3,4,1,5,4,4,7,1,1,10,1,5,1,5,5,2,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
63,42,3,1,7,4,4,1,5,2,5,2,3,2,4,2,,2,,,,,,,,2,0,4,1,4,1,1,3,1,3,5,2,2,1,0,4,0,1,5,1,5,5,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,72,4,1,7,2,1,2,2,2,3,3,1,1,4,,2,,3,,,,,,,1,0,4,2,4,1,1,4,2,4,4,2,1,2,0,5,0,1,4,1,5,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,46,5,1,2,5,5,1,5,1,5,1,3,1,1,,5,,,,,,3,,,3,6,2,2,2,2,2,2,3,2,5,3,3,6,1,2,6,4,4,4,4,4,4,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
61,41,7,1,7,4,4,1,5,1,7,2,3,1,4,2,,,,,,,,,4,6,12,99,99,99,99,99,99,99,99,6,2,7,8,1,3,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,42,1,1,7,4,4,1,5,2,5,2,3,1,5,,2,,,,2,,,,,2,0,98,98,98,98,1,4,1,3,4,4,4,4,0,4,0,3,3,3,3,5,1,5,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0
63,20,1,1,4,5,5,1,5,3,5,2,3,2,2,3,,4,,,,,,,,2,5,98,98,98,98,98,98,98,1,2,3,4,1,0,4,5,3,3,3,3,3,3,3,5,0,0,0,1,0,0,1,1,1,1,1,1,1,0
63,27,3,1,6,1,1,2,7,2,1,1,4,1,4,,2,,,2,,,,,,2,0,3,99,99,1,1,4,1,4,3,2,2,3,0,4,0,2,3,3,5,5,1,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
57,46,5,1,4,5,5,1,5,1,5,2,3,1,1,,3,,,,,,,3,,2,10,4,1,4,3,99,4,4,1,5,5,5,7,1,4,10,1,5,1,2,3,1,1,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0
65,74,1,1,4,3,1,2,8,2,2,2,2,1,2,3,,,,,,,3,,,1,5,2,2,2,2,98,3,3,2,2,1,1,6,1,5,5,4,4,4,4,3,2,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63,42,2,1,2,4,4,1,5,1,5,4,3,1,1,,5,,,,4,,,,,2,10,98,4,2,98,98,1,4,1,3,3,4,4,0,4,10,3,1,4,3,3,5,1,5,1,1,1,1,0,0,1,0,0,1,1,0,0,0
55,79,2,1,5,4,4,2,6,2,2,2,2,1,4,1,,,,,,,,,1,1,0,2,3,4,2,1,1,4,1,5,1,1,8,1,5,0,4,2,1,4,5,5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58,76,4,1,4,4,4,3,5,2,5,4,4,2,4,2,,,3,,,,,,,1,1,98,98,98,99,98,98,98,98,5,3,3,2,0,5,1,3,3,3,3,3,3,3,3,0,1,0,1,0,0,1,1,1,1,1,1,1,1
59,63,1,1,4,2,2,2,9,2,1,2,2,2,2,,5,,,,,5,,,,2,0,98,98,98,98,98,98,1,98,3,1,2,5,1,4,0,3,3,3,3,3,3,5,3,0,0,0,0,0,0,1,1,1,1,1,1,0,1
59,59,6,1,5,1,1,2,6,2,1,1,1,1,4,3,,,,,,1,,,,1,0,4,1,4,1,1,4,1,4,4,1,2,5,1,5,0,1,5,1,5,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,42,2,1,7,4,4,1,5,2,5,2,3,1,1,2,,,,,,,,,5,5,5,1,3,1,3,4,98,98,98,6,3,4,8,1,3,5,5,2,5,2,1,3,3,3,1,1,0,1,0,1,0,0,0,0,0,1,1,1
64,42,2,1,4,1,1,2,2,2,4,2,4,2,4,,2,,,2,,,,,,2,2,4,1,3,1,1,4,2,2,5,2,3,3,0,4,2,1,5,2,5,5,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,41,7,1,6,4,4,1,9,2,5,2,4,1,4,2,,,,,,,4,,,2,7,2,2,3,2,2,4,2,3,3,2,6,6,1,4,7,4,4,2,4,4,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,41,7,1,4,4,4,1,5,2,5,2,3,1,1,,3,1,,,,,,,,1,0,3,1,4,1,2,4,2,4,3,2,3,1,0,5,0,2,5,1,5,4,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,72,1,1,4,2,2,2,2,2,3,2,2,1,1,3,,,1,,,,,,,1,0,3,1,4,1,1,4,1,4,5,4,1,2,0,5,0,2,5,1,5,5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,32,1,1,6,4,4,1,5,2,5,2,3,1,4,,3,,,,4,,,,,2,10,2,3,2,3,98,3,3,1,4,3,4,4,0,4,10,4,2,4,2,3,2,2,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0
58,12,4,1,4,1,1,2,7,2,1,4,4,3,4,4,,,,,,,5,,,1,0,4,98,4,2,2,4,1,1,2,3,1,6,1,5,0,1,3,1,4,4,1,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
55,57,4,1,6,2,2,2,6,2,2,2,2,1,4,,3,1,,,,,,,,1,0,4,1,4,2,2,4,1,3,4,2,2,1,0,5,0,1,5,1,4,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,31,2,1,6,3,3,2,2,2,3,2,2,2,1,3,,,,,,,,,2,2,0,3,2,4,1,1,4,2,4,3,1,1,8,1,4,0,2,4,1,5,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,13,3,1,4,1,1,2,8,2,4,2,2,1,4,,2,,,,,,,1,,2,1,4,3,4,1,1,4,2,4,4,2,2,7,1,4,1,1,2,1,5,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,32,5,1,4,6,6,1,9,3,5,4,4,3,8,,2,,,5,,,,,,5,11,98,98,98,98,98,98,98,98,4,6,6,3,0,3,5,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
63,56,5,1,4,4,4,3,3,1,5,2,3,1,1,1,,,4,,,,,,,1,5,2,3,2,4,2,3,3,2,4,2,2,2,0,5,5,4,2,4,1,4,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64,29,4,1,4,1,1,2,2,2,4,1,2,2,4,3,,,,,,1,,,,1,0,4,1,4,1,1,4,1,3,4,1,1,5,1,5,0,1,5,1,5,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,2,1,4,4,4,1,5,2,4,2,4,2,1,2,,,,,3,,,,,2,11,2,3,1,3,3,3,3,2,3,2,6,4,0,4,5,4,2,5,2,2,2,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0
68,77,1,1,4,6,6,3,2,2,5,1,4,2,4,,2,,,2,,,,,,1,0,98,98,98,98,1,2,98,2,1,1,1,3,0,5,0,3,3,3,3,5,4,3,4,1,0,0,0,0,0,1,1,1,1,0,0,1,0
57,14,5,1,6,5,5,1,5,1,5,3,3,1,1,2,,,,,,,,3,,3,10,1,3,1,3,3,2,3,1,4,3,3,7,1,2,10,5,2,5,2,2,4,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
58,41,7,1,7,5,4,1,5,1,5,2,3,1,2,,1,,3,,,,,,,4,6,98,98,98,98,98,98,98,98,4,1,1,2,0,1,6,3,3,3,3,3,3,3,3,0,1,1,1,0,0,1,1,1,1,1,1,1,1
70,41,7,1,7,4,4,1,5,2,5,2,3,1,1,,3,,,,3,,,,,2,6,3,1,4,2,3,3,3,2,5,2,2,4,0,4,6,2,5,1,4,2,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
64,41,7,1,4,5,5,1,5,1,5,1,3,1,1,2,,1,,,,,,,,1,0,1,4,1,4,4,4,1,4,5,5,5,1,0,5,0,5,1,5,1,1,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60,49,5,1,4,4,4,1,5,3,3,2,4,2,1,,5,,,,,,,,3,3,5,2,3,2,3,2,2,3,2,5,3,6,8,1,2,5,4,2,4,2,4,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
66,62,1,1,4,6,6,2,8,1,3,2,4,1,4,1,,,,,,5,,,,5,11,4,98,98,98,98,4,98,98,4,1,1,5,1,3,5,1,3,3,3,3,1,3,3,0,0,1,0,1,1,0,1,1,1,1,0,1,1
56,58,4,1,4,5,5,1,5,1,5,1,3,1,1,,3,,,,,,4,,,5,5,2,4,1,4,4,98,4,1,3,3,5,6,1,3,5,4,1,5,1,1,3,1,5,0,1,1,1,0,1,0,0,0,0,0,1,0,0
60,46,3,1,4,5,5,1,5,1,4,1,3,1,1,3,,,3,,,,,,,3,10,4,1,4,1,1,4,1,4,4,3,5,2,0,2,10,1,5,1,5,5,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
59,69,5,1,7,5,4,1,5,2,5,1,3,1,1,2,,,,,,2,,,,1,0,98,1,3,98,98,4,1,3,6,4,5,5,1,5,0,3,5,2,3,3,1,5,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0
59,53,1,1,2,4,4,1,5,2,4,2,2,2,1,,2,1,,,,,,,,1,10,3,1,4,1,1,4,2,3,2,1,3,1,0,5,10,2,5,1,5,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,46,5,1,7,5,5,1,10,1,5,4,3,4,5,1,,,,5,,,,,,5,11,98,98,98,98,98,4,98,98,6,3,3,3,0,3,5,3,3,3,3,3,1,3,3,1,0,1,0,1,1,1,1,1,1,1,0,1,1
65,35,1,1,4,5,5,1,5,2,5,2,2,2,1,,3,,,,4,,,,,2,3,98,98,98,2,1,3,3,98,4,2,3,4,0,4,3,3,3,3,4,5,2,2,3,1,1,0,1,0,0,1,1,1,0,0,0,0,1
